Fecha,Festivo,Zona_de_Carga
08/02/2018,Fiesta taurina ,COLIMA 
09/02/2018,Fiesta taurina ,COLIMA 
10/02/2018,Fiesta taurina ,COLIMA 
11/02/2018,Fiesta taurina ,COLIMA 
12/02/2018,Fiesta taurina ,COLIMA 
13/02/2018,Fiesta taurina ,COLIMA 
14/02/2018,Fiesta taurina ,COLIMA 
15/02/2018,Fiesta taurina ,COLIMA 
01/11/2018,"Feria agricola , ganadera , comercial e industrial ",COLIMA 
12/12/2018,Virgen de Guadalupe ,COLIMA 
12/12/2018,Virgen de Gudalupe ,COLIMA 
15/12/2018,Fiesta de San Rafael ,COLIMA 
16/12/2018,Fiesta de San Rafael ,COLIMA 
17/12/2018,Fiesta de San Rafael ,COLIMA 
18/12/2018,Fiesta de San Rafael ,COLIMA 
19/12/2018,Fiesta de San Rafael ,COLIMA 
20/12/2018,Fiesta de San Rafael ,COLIMA 
21/12/2018,Fiesta de San Rafael ,COLIMA 
22/12/2018,Fiesta de San Rafael ,COLIMA 
23/12/2018,Fiesta de San Rafael ,COLIMA 
24/12/2018,Fiesta de San Rafael ,COLIMA 
05/01/2018,Santos reyes ,COLIMA 
06/01/2018,Santos reyes ,COLIMA 
09/01/2018,Senor de la Expiracion ,COLIMA 
29/04/2018,Feria Manzanillo,MANZANILLO
30/04/2018,Feria Manzanillo,MANZANILLO
01/05/2018,Feria Manzanillo,MANZANILLO
01/12/2018,Fiesta Inmaculada ,COLIMA 
02/12/2018,Fiesta Inmaculada ,COLIMA 
03/12/2018,Fiesta Inmaculada ,COLIMA 
04/12/2018,Fiesta Inmaculada ,COLIMA 
05/12/2018,Fiesta Inmaculada ,COLIMA 
06/12/2018,Fiesta Inmaculada ,COLIMA 
07/12/2018,Fiesta Inmaculada ,COLIMA 
08/12/2018,Fiesta Inmaculada ,COLIMA 
05/05/2018,Fiesta Cristo de Cana ,COLIMA 
06/05/2018,Fiesta Cristo de Cana ,COLIMA 
07/05/2018,Fiesta Cristo de Cana ,COLIMA 
08/05/2018,Fiesta Cristo de Cana ,COLIMA 
09/05/2018,Fiesta Cristo de Cana ,COLIMA 
10/05/2018,Fiesta Cristo de Cana ,COLIMA 
11/05/2018,Fiesta Cristo de Cana ,COLIMA 
12/05/2018,Fiesta Cristo de Cana ,COLIMA 
13/05/2018,Fiesta Cristo de Cana ,COLIMA 
14/05/2018,Fiesta Cristo de Cana ,COLIMA 
04/06/2018,Fiestas Santo Patrono ,COLIMA 
05/06/2018,Fiestas Santo Patrono ,COLIMA 
06/06/2018,Fiestas Santo Patrono ,COLIMA 
07/06/2018,Fiestas Santo Patrono ,COLIMA 
08/06/2018,Fiestas Santo Patrono ,COLIMA 
09/06/2018,Fiestas Santo Patrono ,COLIMA 
10/06/2018,Fiestas Santo Patrono ,COLIMA 
11/06/2018,Fiestas Santo Patrono ,COLIMA 
12/06/2018,Fiestas Santo Patrono ,COLIMA 
13/06/2018,Fiestas Santo Patrono ,COLIMA 
16/07/2018,Fiesta del Senor Santiago ,COLIMA 
17/07/2018,Fiesta del Senor Santiago ,COLIMA 
18/07/2018,Fiesta del Senor Santiago ,COLIMA 
19/07/2018,Fiesta del Senor Santiago ,COLIMA 
20/07/2018,Fiesta del Senor Santiago ,COLIMA 
21/07/2018,Fiesta del Senor Santiago ,COLIMA 
22/07/2018,Fiesta del Senor Santiago ,COLIMA 
23/07/2018,Fiesta del Senor Santiago ,COLIMA 
24/07/2018,Fiesta del Senor Santiago ,COLIMA 
25/07/2018,Fiesta del Senor Santiago ,COLIMA 
02/02/2018,Fiesta la Candelaria ,COLIMA 
23/01/2018,Aniversario de Nombramiento de la ciudad ,COLIMA 
02/02/2018,La Candelaria ,COLIMA 
03/01/2018,Senor de los Rayos ,GUADALAJARA
04/01/2018,Senor de los Rayos ,GUADALAJARA
05/01/2018,Senor de los Rayos ,GUADALAJARA
06/01/2018,Senor de los Rayos ,GUADALAJARA
07/01/2018,Senor de los Rayos ,GUADALAJARA
08/01/2018,Senor de los Rayos ,GUADALAJARA
09/01/2018,Senor de los Rayos ,GUADALAJARA
10/01/2018,Senor de los Rayos ,GUADALAJARA
11/01/2018,Senor de los Rayos ,GUADALAJARA
12/01/2018,Senor de los Rayos ,GUADALAJARA
02/02/2018,La Candelaria ,LOS ALTOS 
03/02/2018,Carnaval Jalostotitlan ,LOS ALTOS 
04/02/2018,Carnaval Jalostotitlan ,LOS ALTOS 
05/02/2018,Carnaval Jalostotitlan ,LOS ALTOS 
06/02/2018,Carnaval Jalostotitlan ,LOS ALTOS 
07/02/2018,Carnaval Jalostotitlan ,LOS ALTOS 
08/02/2018,Carnaval Jalostotitlan ,LOS ALTOS 
09/02/2018,Carnaval Jalostotitlan ,LOS ALTOS 
10/02/2018,Carnaval Jalostotitlan ,LOS ALTOS 
11/02/2018,Carnaval Jalostotitlan ,LOS ALTOS 
12/02/2018,Carnaval Jalostotitlan ,LOS ALTOS 
13/02/2018,Carnaval Jalostotitlan ,LOS ALTOS 
01/04/2018,Fiestas del sol ,GUADALAJARA
02/04/2018,Fiestas del sol ,GUADALAJARA
03/04/2018,Fiestas del sol ,GUADALAJARA
04/04/2018,Fiestas del sol ,GUADALAJARA
05/04/2018,Fiestas del sol ,GUADALAJARA
06/04/2018,Fiestas del sol ,GUADALAJARA
07/04/2018,Fiestas del sol ,GUADALAJARA
08/04/2018,Fiestas del sol ,GUADALAJARA
09/04/2018,Fiestas del sol ,GUADALAJARA
10/04/2018,Fiestas del sol ,GUADALAJARA
11/04/2018,Fiestas del sol ,GUADALAJARA
12/04/2018,Fiestas del sol ,GUADALAJARA
13/04/2018,Fiestas del sol ,GUADALAJARA
14/04/2018,Fiestas del sol ,GUADALAJARA
22/04/2018,Feria de abril,LOS ALTOS 
23/04/2018,Feria de abril,LOS ALTOS 
24/04/2018,Feria de abril,LOS ALTOS 
25/04/2018,Feria de abril,LOS ALTOS 
26/04/2018,Feria de abril,LOS ALTOS 
27/04/2018,Feria de abril,LOS ALTOS 
28/04/2018,Feria de abril,LOS ALTOS 
29/04/2018,Feria de abril,LOS ALTOS 
30/04/2018,Feria de abril,LOS ALTOS 
29/04/2018,Feria Nacional de la cana ,GUADALAJARA
30/04/2018,Feria Nacional de la cana ,GUADALAJARA
01/05/2018,Feria Nacional de la cana ,GUADALAJARA
02/05/2018,Feria Nacional de la cana ,GUADALAJARA
03/05/2018,Feria Regional ,CIENEGA
04/05/2018,Feria Regional ,CIENEGA
05/05/2018,Feria Regional ,CIENEGA
06/05/2018,Feria Regional ,CIENEGA
07/05/2018,Feria Regional ,CIENEGA
08/05/2018,Feria Regional ,CIENEGA
09/05/2018,Feria Regional ,CIENEGA
10/05/2018,Feria Regional ,CIENEGA
11/05/2018,Feria Regional ,CIENEGA
15/05/2018,Fiestas de mayo,TEPIC VALLARTA 
16/05/2018,Fiestas de mayo,TEPIC VALLARTA 
17/05/2018,Fiestas de mayo,TEPIC VALLARTA 
18/05/2018,Fiestas de mayo,TEPIC VALLARTA 
19/05/2018,Fiestas de mayo,TEPIC VALLARTA 
20/05/2018,Fiestas de mayo,TEPIC VALLARTA 
21/05/2018,Fiestas de mayo,TEPIC VALLARTA 
22/05/2018,Fiestas de mayo,TEPIC VALLARTA 
23/05/2018,Fiestas de mayo,TEPIC VALLARTA 
24/05/2018,Fiestas de mayo,TEPIC VALLARTA 
25/05/2018,Fiestas de mayo,TEPIC VALLARTA 
26/05/2018,Fiestas de mayo,TEPIC VALLARTA 
27/05/2018,Fiestas de mayo,TEPIC VALLARTA 
28/05/2018,Fiestas de mayo,TEPIC VALLARTA 
29/05/2018,Fiestas de mayo,TEPIC VALLARTA 
30/05/2018,Fiestas de mayo,TEPIC VALLARTA 
31/05/2018,Fiestas de mayo,TEPIC VALLARTA 
13/05/2018,Fiesta del senor del Perdon ,ZAPOTLAN
14/05/2018,Fiesta del senor del Perdon ,ZAPOTLAN
15/05/2018,Fiesta del senor del Perdon ,ZAPOTLAN
16/05/2018,Fiesta del senor del Perdon ,ZAPOTLAN
17/05/2018,Fiesta del senor del Perdon ,ZAPOTLAN
18/05/2018,Fiesta del senor del Perdon ,ZAPOTLAN
19/05/2018,Fiesta del senor del Perdon ,ZAPOTLAN
20/05/2018,Fiesta del senor del Perdon ,ZAPOTLAN
21/05/2018,Fiesta del senor del Perdon ,ZAPOTLAN
22/05/2018,Fiesta del senor del Perdon ,ZAPOTLAN
23/05/2018,Fiesta del senor del Perdon ,ZAPOTLAN
14/06/2018,Fiestas de San Pedro Tlaquepaque,GUADALAJARA
15/06/2018,Fiestas de San Pedro Tlaquepaque,GUADALAJARA
16/06/2018,Fiestas de San Pedro Tlaquepaque,GUADALAJARA
17/06/2018,Fiestas de San Pedro Tlaquepaque,GUADALAJARA
18/06/2018,Fiestas de San Pedro Tlaquepaque,GUADALAJARA
19/06/2018,Fiestas de San Pedro Tlaquepaque,GUADALAJARA
20/06/2018,Fiestas de San Pedro Tlaquepaque,GUADALAJARA
21/06/2018,Fiestas de San Pedro Tlaquepaque,GUADALAJARA
22/06/2018,Fiestas de San Pedro Tlaquepaque,GUADALAJARA
23/06/2018,Fiestas de San Pedro Tlaquepaque,GUADALAJARA
24/06/2018,Fiestas de San Pedro Tlaquepaque,GUADALAJARA
25/06/2018,Fiestas de San Pedro Tlaquepaque,GUADALAJARA
26/06/2018,Fiestas de San Pedro Tlaquepaque,GUADALAJARA
27/06/2018,Fiestas de San Pedro Tlaquepaque,GUADALAJARA
28/06/2018,Fiestas de San Pedro Tlaquepaque,GUADALAJARA
29/06/2018,Fiestas de San Pedro Tlaquepaque,GUADALAJARA
30/06/2018,Fiestas de San Pedro Tlaquepaque,GUADALAJARA
25/07/2018,Fiesta al Santo Santiago,GUADALAJARA
15/08/2018,Fiesta de la Virgen de Asuncion ,LOS ALTOS 
06/06/2018,Feria de Agosto ,LOS ALTOS 
20/08/2018,Encuentro internacional del mariachi y la charreria ,GUADALAJARA
21/08/2018,Encuentro internacional del mariachi y la charreria ,GUADALAJARA
22/08/2018,Encuentro internacional del mariachi y la charreria ,GUADALAJARA
23/08/2018,Encuentro internacional del mariachi y la charreria ,GUADALAJARA
24/08/2018,Encuentro internacional del mariachi y la charreria ,GUADALAJARA
25/08/2018,Encuentro internacional del mariachi y la charreria ,GUADALAJARA
26/08/2018,Encuentro internacional del mariachi y la charreria ,GUADALAJARA
27/08/2018,Encuentro internacional del mariachi y la charreria ,GUADALAJARA
28/08/2018,Encuentro internacional del mariachi y la charreria ,GUADALAJARA
29/08/2018,Encuentro internacional del mariachi y la charreria ,GUADALAJARA
16/09/2018,Fiestas de San Miguel ,LOS ALTOS 
17/09/2018,Fiestas de San Miguel ,LOS ALTOS 
18/09/2018,Fiestas de San Miguel ,LOS ALTOS 
19/09/2018,Fiestas de San Miguel ,LOS ALTOS 
20/09/2018,Fiestas de San Miguel ,LOS ALTOS 
21/09/2018,Fiestas de San Miguel ,LOS ALTOS 
22/09/2018,Fiestas de San Miguel ,LOS ALTOS 
23/09/2018,Fiestas de San Miguel ,LOS ALTOS 
24/09/2018,Fiestas de San Miguel ,LOS ALTOS 
25/09/2018,Fiestas de San Miguel ,LOS ALTOS 
26/09/2018,Fiestas de San Miguel ,LOS ALTOS 
27/09/2018,Fiestas de San Miguel ,LOS ALTOS 
28/09/2018,Fiestas de San Miguel ,LOS ALTOS 
29/09/2018,Fiestas de San Miguel ,LOS ALTOS 
30/09/2018,Fiestas de San Miguel ,LOS ALTOS 
01/10/2018,Fiestas de octubre ,GUADALAJARA
02/10/2018,Fiestas de octubre ,GUADALAJARA
03/10/2018,Fiestas de octubre ,GUADALAJARA
04/10/2018,Fiestas de octubre ,GUADALAJARA
05/10/2018,Fiestas de octubre ,GUADALAJARA
06/10/2018,Fiestas de octubre ,GUADALAJARA
07/10/2018,Fiestas de octubre ,GUADALAJARA
08/10/2018,Fiestas de octubre ,GUADALAJARA
09/10/2018,Fiestas de octubre ,GUADALAJARA
10/10/2018,Fiestas de octubre ,GUADALAJARA
11/10/2018,Fiestas de octubre ,GUADALAJARA
12/10/2018,Fiestas de octubre ,GUADALAJARA
13/10/2018,Fiestas de octubre ,GUADALAJARA
14/10/2018,Fiestas de octubre ,GUADALAJARA
15/10/2018,Fiestas de octubre ,GUADALAJARA
16/10/2018,Fiestas de octubre ,GUADALAJARA
17/10/2018,Fiestas de octubre ,GUADALAJARA
18/10/2018,Fiestas de octubre ,GUADALAJARA
19/10/2018,Fiestas de octubre ,GUADALAJARA
20/10/2018,Fiestas de octubre ,GUADALAJARA
21/10/2018,Fiestas de octubre ,GUADALAJARA
22/10/2018,Fiestas de octubre ,GUADALAJARA
23/10/2018,Fiestas de octubre ,GUADALAJARA
24/10/2018,Fiestas de octubre ,GUADALAJARA
25/10/2018,Fiestas de octubre ,GUADALAJARA
26/10/2018,Fiestas de octubre ,GUADALAJARA
27/10/2018,Fiestas de octubre ,GUADALAJARA
28/10/2018,Fiestas de octubre ,GUADALAJARA
29/10/2018,Fiestas de octubre ,GUADALAJARA
30/10/2018,Fiestas de octubre ,GUADALAJARA
31/10/2018,Fiestas de octubre ,GUADALAJARA
13/10/2018,Feria de Zapotlan ,ZAPOTLAN
14/10/2018,Feria de Zapotlan ,ZAPOTLAN
15/10/2018,Feria de Zapotlan ,ZAPOTLAN
16/10/2018,Feria de Zapotlan ,ZAPOTLAN
17/10/2018,Feria de Zapotlan ,ZAPOTLAN
18/10/2018,Feria de Zapotlan ,ZAPOTLAN
19/10/2018,Feria de Zapotlan ,ZAPOTLAN
20/10/2018,Feria de Zapotlan ,ZAPOTLAN
21/10/2018,Feria de Zapotlan ,ZAPOTLAN
22/10/2018,Feria de Zapotlan ,ZAPOTLAN
23/10/2018,Feria de Zapotlan ,ZAPOTLAN
01/11/2018,Fiestas de la virgen de Dolores,LOS ALTOS 
02/11/2018,Fiestas de la virgen de Dolores,LOS ALTOS 
03/11/2018,Fiestas de la virgen de Dolores,LOS ALTOS 
04/11/2018,Fiestas de la virgen de Dolores,LOS ALTOS 
05/11/2018,Fiestas de la virgen de Dolores,LOS ALTOS 
06/11/2018,Fiestas de la virgen de Dolores,LOS ALTOS 
07/11/2018,Fiestas de la virgen de Dolores,LOS ALTOS 
08/11/2018,Fiestas de la virgen de Dolores,LOS ALTOS 
09/11/2018,Fiestas de la virgen de Dolores,LOS ALTOS 
10/11/2018,Fiestas de la virgen de Dolores,LOS ALTOS 
11/11/2018,Fiestas de la virgen de Dolores,LOS ALTOS 
12/11/2018,Fiestas de la virgen de Dolores,LOS ALTOS 
13/02/2018,Martes de Carnaval,CIENEGA
13/02/2018,Martes de Carnaval,GUADALAJARA
13/02/2018,Martes de Carnaval,JIQUILPAN
13/02/2018,Martes de Carnaval,LOS ALTOS 
13/02/2018,Martes de Carnaval,ZAPOTLAN
02/02/2018,Candelaria ,QUERETARO
12/12/2018,Virgen de Gudalupe ,QUERETARO
12/12/2018,Virgen de Gudalupe ,QUERETARO
03/05/2018,Santa Cruz ,QUERETARO
01/02/2018,Virgen de Belen ,QUERETARO
08/09/2018,Virgen del Sagrario ,QUERETARO
29/06/2018,San Pedro ,QUERETARO
15/05/2018,SAN ISIDRO LABRADOR ,QUERETARO
29/09/2018,SAN MIGUEL ARCANGEL,QUERETARO
02/02/2018,Candelaria ,QUERETARO
29/09/2018,SAN MIGUEL ARCANGEL,QUERETARO
15/05/2018,SAN ISIDRO LABRADOR ,QUERETARO
25/07/2018,SANTIAGO APoSTOL,QUERETARO
24/09/2018,Fiesta Patronal de Nuestra Senora de la Merced ,QUERETARO
15/09/2018,Asuncion de la Virgen ,QUERETARO
19/03/2018,Fiestra Patronal de San Jose ,QUERETARO
15/05/2018,SAN ISIDRO LABRADOR ,QUERETARO
20/01/2018,Fiesta Paronal del barrio de San Sebastian ,QUERETARO
02/02/2018,Candelaria ,QUERETARO
19/03/2018,Santa Rosa de Viterbo ,QUERETARO
03/05/2018,Santa Cruz ,QUERETARO
13/06/2018,San Antonio ,QUERETARO
25/07/2018,Santiago Apostol ,QUERETARO
04/10/2018,San Francisco ,QUERETARO
16/08/2018,Santo Patrono ,QUERETARO
03/05/2018,Santa Cruz ,SAN JUAN DEL RIO
15/05/2018,San Isidro Labrador ,SAN JUAN DEL RIO
24/06/2018,San Juan Bautista ,SAN JUAN DEL RIO
25/07/2018,Santiago Apostol ,QUERETARO
15/08/2018,Virgen de la Asuncion ,QUERETARO
04/10/2018,San Francisco ,QUERETARO
25/07/2018,Santiago Apostol ,URUAPAN
28/10/2018,SAN SIMON,MORELIA
25/07/2018,Santiago Apostol ,APATZINGAN
25/07/2018,Santiago Apostol ,MORELIA
08/09/2018,Natividad de la virgen ,MORELIA
16/10/2018,Senor Capacho,MORELIA
10/09/2018,San Nicolas de Tolntino,MORELIA
04/10/2018,Dia de San Francisco ,MORELIA
01/11/2018,Ofrendas a los fieles difuntos ,MORELIA
02/11/2018,Ofrendas a los fieles difuntos ,MORELIA
01/11/2018,Festividad en el cementerio de la isla ,MORELIA
02/11/2018,Festividad en el cementerio de la isla ,MORELIA
15/08/2018,Asuncion de la Virgen ,MORELIA
30/09/2018,Natalicio de don Jose Maria Morelos y Pavon ,MORELIA
01/11/2018,Ofrendas a los fieles difuntos ,MORELIA
02/11/2018,Ofrendas a los fieles difuntos ,MORELIA
08/12/2018,Virgen de la Salud ,MORELIA
01/02/2018,Dia del Senor del Rescate ,MORELIA
22/07/2018,Santa Maria Magdalena ,URUAPAN
12/08/2018,Fiesta de Santa Clara y la Virgen del Sagriario,MORELIA
31/08/2018,Dia de la Virgen de los Remedios ,MORELIA
20/01/2018,San Sebastian ,SAN LUIS POTOSI
17/05/2018,Primavera potosina ,SAN LUIS POTOSI
18/05/2018,Primavera potosina ,SAN LUIS POTOSI
19/05/2018,Primavera potosina ,SAN LUIS POTOSI
20/05/2018,Primavera potosina ,SAN LUIS POTOSI
21/05/2018,Primavera potosina ,SAN LUIS POTOSI
22/05/2018,Primavera potosina ,SAN LUIS POTOSI
23/05/2018,Primavera potosina ,SAN LUIS POTOSI
24/05/2018,Primavera potosina ,SAN LUIS POTOSI
25/05/2018,Primavera potosina ,SAN LUIS POTOSI
26/05/2018,Primavera potosina ,SAN LUIS POTOSI
25/07/2018,Santiago Apostol ,SAN LUIS POTOSI
25/08/2018,San Luis Rey (FENAPO),SAN LUIS POTOSI
01/09/2018,Virgen de los Remedio ,SAN LUIS POTOSI
02/09/2018,Virgen de los Remedio ,SAN LUIS POTOSI
03/09/2018,Virgen de los Remedio ,SAN LUIS POTOSI
04/09/2018,Virgen de los Remedio ,SAN LUIS POTOSI
05/09/2018,Virgen de los Remedio ,SAN LUIS POTOSI
06/09/2018,Virgen de los Remedio ,SAN LUIS POTOSI
07/09/2018,Virgen de los Remedio ,SAN LUIS POTOSI
08/09/2018,Virgen de los Remedio ,SAN LUIS POTOSI
29/09/2018,SAN MIGUEL ARCANGEL,SAN LUIS POTOSI
01/11/2018,Santos en los panteones ,SAN LUIS POTOSI
02/11/2018,Santos en los panteones ,SAN LUIS POTOSI
08/09/2018,La Romeria ,ZACATECAS
24/02/2018,Dia de la Bandera ,ZACATECAS
23/06/2018,Toma de Zacatecas ,ZACATECAS
08/09/2018,Aniversario de la Ciudad ,ZACATECAS
13/09/2018,Homenaje de los Ninos Heroes ,ZACATECAS
15/09/2018,Homenaje a los heroes d ela Independencia ,ZACATECAS
15/04/2018,Feria de San Marcos ,AGUASCALIENTES
16/04/2018,Feria de San Marcos ,AGUASCALIENTES
17/04/2018,Feria de San Marcos ,AGUASCALIENTES
18/04/2018,Feria de San Marcos ,AGUASCALIENTES
19/04/2018,Feria de San Marcos ,AGUASCALIENTES
20/04/2018,Feria de San Marcos ,AGUASCALIENTES
21/04/2018,Feria de San Marcos ,AGUASCALIENTES
22/04/2018,Feria de San Marcos ,AGUASCALIENTES
23/04/2018,Feria de San Marcos ,AGUASCALIENTES
24/04/2018,Feria de San Marcos ,AGUASCALIENTES
25/04/2018,Feria de San Marcos ,AGUASCALIENTES
26/04/2018,Feria de San Marcos ,AGUASCALIENTES
27/04/2018,Feria de San Marcos ,AGUASCALIENTES
28/04/2018,Feria de San Marcos ,AGUASCALIENTES
29/04/2018,Feria de San Marcos ,AGUASCALIENTES
30/04/2018,Feria de San Marcos ,AGUASCALIENTES
01/05/2018,Feria de San Marcos ,AGUASCALIENTES
02/05/2018,Feria de San Marcos ,AGUASCALIENTES
03/05/2018,Feria de San Marcos ,AGUASCALIENTES
04/05/2018,Feria de San Marcos ,AGUASCALIENTES
05/05/2018,Feria de San Marcos ,AGUASCALIENTES
06/05/2018,Feria de San Marcos ,AGUASCALIENTES
07/05/2018,Feria de San Marcos ,AGUASCALIENTES
08/05/2018,Feria de San Marcos ,AGUASCALIENTES
09/05/2018,Feria de San Marcos ,AGUASCALIENTES
10/05/2018,Feria de San Marcos ,AGUASCALIENTES
11/05/2018,Feria de San Marcos ,AGUASCALIENTES
12/05/2018,Feria de San Marcos ,AGUASCALIENTES
13/05/2018,Feria de San Marcos ,AGUASCALIENTES
01/08/2018,Feria de Asuncion ,AGUASCALIENTES
02/08/2018,Feria de Asuncion ,AGUASCALIENTES
03/08/2018,Feria de Asuncion ,AGUASCALIENTES
04/08/2018,Feria de Asuncion ,AGUASCALIENTES
05/08/2018,Feria de Asuncion ,AGUASCALIENTES
06/08/2018,Feria de Asuncion ,AGUASCALIENTES
07/08/2018,Feria de Asuncion ,AGUASCALIENTES
08/08/2018,Feria de Asuncion ,AGUASCALIENTES
09/08/2018,Feria de Asuncion ,AGUASCALIENTES
10/08/2018,Feria de Asuncion ,AGUASCALIENTES
11/08/2018,Feria de Asuncion ,AGUASCALIENTES
12/08/2018,Feria de Asuncion ,AGUASCALIENTES
13/08/2018,Feria de Asuncion ,AGUASCALIENTES
14/08/2018,Feria de Asuncion ,AGUASCALIENTES
15/08/2018,Feria de Asuncion ,AGUASCALIENTES
04/11/2018,Feria del senor del encino ,AGUASCALIENTES
05/11/2018,Feria del senor del encino ,AGUASCALIENTES
06/11/2018,Feria del senor del encino ,AGUASCALIENTES
07/11/2018,Feria del senor del encino ,AGUASCALIENTES
08/11/2018,Feria del senor del encino ,AGUASCALIENTES
09/11/2018,Feria del senor del encino ,AGUASCALIENTES
10/11/2018,Feria del senor del encino ,AGUASCALIENTES
11/11/2018,Feria del senor del encino ,AGUASCALIENTES
12/11/2018,Feria del senor del encino ,AGUASCALIENTES
13/11/2018,Feria del senor del encino ,AGUASCALIENTES
14/11/2018,Feria del senor del encino ,AGUASCALIENTES
03/02/2018,San Blas ,TEPIC VALLARTA 
02/02/2018,Fiesta de Talpa ,TEPIC VALLARTA 
03/05/2018,Santa Cruz ,TEPIC VALLARTA 
05/05/2018,San Isidro Labrador ,TEPIC VALLARTA 
13/06/2018,San Antonio ,TEPIC VALLARTA 
25/07/2018,Santiago Apostol ,TEPIC VALLARTA 
07/11/2018,Fiesta tradicional de las iluminaciones ,CELAYA
07/11/2018,Fiesta tradicional de las iluminaciones ,IRAPUATO
07/11/2018,Fiesta tradicional de las iluminaciones ,LEON
07/11/2018,Fiesta tradicional de las iluminaciones ,SALVATIERRA
08/11/2018,Fiesta tradicional de las iluminaciones ,CELAYA
08/11/2018,Fiesta tradicional de las iluminaciones ,IRAPUATO
08/11/2018,Fiesta tradicional de las iluminaciones ,LEON
08/11/2018,Fiesta tradicional de las iluminaciones ,SALVATIERRA
09/11/2018,Fiesta tradicional de las iluminaciones ,CELAYA
09/11/2018,Fiesta tradicional de las iluminaciones ,IRAPUATO
09/11/2018,Fiesta tradicional de las iluminaciones ,LEON
09/11/2018,Fiesta tradicional de las iluminaciones ,SALVATIERRA
10/11/2018,Fiesta tradicional de las iluminaciones ,CELAYA
10/11/2018,Fiesta tradicional de las iluminaciones ,IRAPUATO
10/11/2018,Fiesta tradicional de las iluminaciones ,LEON
10/11/2018,Fiesta tradicional de las iluminaciones ,SALVATIERRA
11/11/2018,Fiesta tradicional de las iluminaciones ,CELAYA
11/11/2018,Fiesta tradicional de las iluminaciones ,IRAPUATO
11/11/2018,Fiesta tradicional de las iluminaciones ,LEON
11/11/2018,Fiesta tradicional de las iluminaciones ,SALVATIERRA
12/11/2018,Fiesta tradicional de las iluminaciones ,CELAYA
12/11/2018,Fiesta tradicional de las iluminaciones ,IRAPUATO
12/11/2018,Fiesta tradicional de las iluminaciones ,LEON
12/11/2018,Fiesta tradicional de las iluminaciones ,SALVATIERRA
13/11/2018,Fiesta tradicional de las iluminaciones ,CELAYA
13/11/2018,Fiesta tradicional de las iluminaciones ,IRAPUATO
13/11/2018,Fiesta tradicional de las iluminaciones ,LEON
13/11/2018,Fiesta tradicional de las iluminaciones ,SALVATIERRA
14/11/2018,Fiesta tradicional de las iluminaciones ,CELAYA
14/11/2018,Fiesta tradicional de las iluminaciones ,IRAPUATO
14/11/2018,Fiesta tradicional de las iluminaciones ,LEON
14/11/2018,Fiesta tradicional de las iluminaciones ,SALVATIERRA
15/11/2018,Fiesta tradicional de las iluminaciones ,CELAYA
15/11/2018,Fiesta tradicional de las iluminaciones ,IRAPUATO
15/11/2018,Fiesta tradicional de las iluminaciones ,LEON
15/11/2018,Fiesta tradicional de las iluminaciones ,SALVATIERRA
16/11/2018,Fiesta tradicional de las iluminaciones ,CELAYA
16/11/2018,Fiesta tradicional de las iluminaciones ,IRAPUATO
16/11/2018,Fiesta tradicional de las iluminaciones ,LEON
16/11/2018,Fiesta tradicional de las iluminaciones ,SALVATIERRA
17/11/2018,Fiesta tradicional de las iluminaciones ,CELAYA
17/11/2018,Fiesta tradicional de las iluminaciones ,IRAPUATO
17/11/2018,Fiesta tradicional de las iluminaciones ,LEON
17/11/2018,Fiesta tradicional de las iluminaciones ,SALVATIERRA
18/11/2018,Fiesta tradicional de las iluminaciones ,CELAYA
18/11/2018,Fiesta tradicional de las iluminaciones ,IRAPUATO
18/11/2018,Fiesta tradicional de las iluminaciones ,LEON
18/11/2018,Fiesta tradicional de las iluminaciones ,SALVATIERRA
19/11/2018,Fiesta tradicional de las iluminaciones ,CELAYA
19/11/2018,Fiesta tradicional de las iluminaciones ,IRAPUATO
19/11/2018,Fiesta tradicional de las iluminaciones ,LEON
19/11/2018,Fiesta tradicional de las iluminaciones ,SALVATIERRA
20/11/2018,Fiesta tradicional de las iluminaciones ,CELAYA
20/11/2018,Fiesta tradicional de las iluminaciones ,IRAPUATO
20/11/2018,Fiesta tradicional de las iluminaciones ,LEON
20/11/2018,Fiesta tradicional de las iluminaciones ,SALVATIERRA
21/11/2018,Fiesta tradicional de las iluminaciones ,CELAYA
21/11/2018,Fiesta tradicional de las iluminaciones ,IRAPUATO
21/11/2018,Fiesta tradicional de las iluminaciones ,LEON
21/11/2018,Fiesta tradicional de las iluminaciones ,SALVATIERRA
22/11/2018,Fiesta tradicional de las iluminaciones ,CELAYA
22/11/2018,Fiesta tradicional de las iluminaciones ,IRAPUATO
22/11/2018,Fiesta tradicional de las iluminaciones ,LEON
22/11/2018,Fiesta tradicional de las iluminaciones ,SALVATIERRA
23/11/2018,Fiesta tradicional de las iluminaciones ,CELAYA
23/11/2018,Fiesta tradicional de las iluminaciones ,IRAPUATO
23/11/2018,Fiesta tradicional de las iluminaciones ,LEON
23/11/2018,Fiesta tradicional de las iluminaciones ,SALVATIERRA
24/11/2018,Fiesta tradicional de las iluminaciones ,CELAYA
24/11/2018,Fiesta tradicional de las iluminaciones ,IRAPUATO
24/11/2018,Fiesta tradicional de las iluminaciones ,LEON
24/11/2018,Fiesta tradicional de las iluminaciones ,SALVATIERRA
25/11/2018,Fiesta tradicional de las iluminaciones ,CELAYA
25/11/2018,Fiesta tradicional de las iluminaciones ,IRAPUATO
